STATION_ID,STATION_NAME,STATION_SHORTNAME,TOOLTIP,LATITUDE,LONGITUDE,ALTITUDE,TYPE,COUNTRY,ORGANIZATION,SUBBASIN,PARENT_ID
6745,Guanasacate - Jesús Maria,Guanasacate-,station 6745: Guanasacate - Jesús Maria - property of RHN,-30.9702777777778,-64.0911111111111,,Automatic,Argentina,INA,,AR_INA_6745
6746,Canal San Antonio- RP Nº66,CanalSanAnto,station 6746: Canal San Antonio- RP Nº66 - property of RHN,-31.9905555555556,-62.1688888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_6746
6747,Areco - San Antonio de Areco,Areco-SanAnt,station 6747: Areco - San Antonio de Areco - property of RHN,-34.2405555555556,-59.4994444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_6747
6748,Lag. La Picasa - Escollera FFC,Lag.LaPicasa,station 6748: Lag. La Picasa - Escollera FFC - property of RHN,-34.3372222222222,-62.3247222222222,,Automatic,Argentina,INA,,AR_INA_6748
6750,Quinto - Malvin Reich,Quinto-Malvi,station 6750: Quinto - Malvin Reich - property of RHN,-33.4383333333333,-65.8830555555555,,Automatic,Argentina,INA,,AR_INA_6750
6763,Del Valle - Huaycama,DelValle-Hua,station 6763: Del Valle - Huaycama - property of RHN,-28.1202777777778,-65.7980555555555,,Automatic,Argentina,INA,,AR_INA_6763
6832,Palmas,palmas,station 6832: Palmas - property of INA-INTA,-34.304489,-58.543689,,Automatic,ARGENTINA,INA,Rio de la Plata,AR_INA_6832
7311,RMA02_LUJ - Luján,RMA02_LUJ-Lu,station 7311: RMA02_LUJ - Luján - property of RHN,-34.5880555555556,-59.0625,,Automatic,Argentina,INA,Rio Parana,AR_INA_7311
7317,RMA03_PTL - Puente Lavalle,RMA03_PTL-Pu,station 7317: RMA03_PTL - Puente Lavalle - property of RHN,-25.6763888888889,-60.14,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_7317
7318,RMA03_PZL - Posta Zalazar,RMA03_PZL-Po,station 7318: RMA03_PZL - Posta Zalazar - property of RHN,-24.2119444444444,-60.1972222222222,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_7318
7320,RMA04_COL - Cote Lai,RMA04_COL-Co,station 7320: RMA04_COL - Cote Lai - property of RHN,-27.5327777777778,-59.5763888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_7320
7321,RMA04_LAE - La Escondida,RMA04_LAE-La,station 7321: RMA04_LAE - La Escondida - property of RHN,-27.1333333333333,-59.4727777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_7321
7322,RMA04_PCH - Parque Nacional Chaco,RMA04_PCH-Pa,station 7322: RMA04_PCH - Parque Nacional Chaco - property of RHN,-26.8069444444444,-59.6066666666667,,Automatic,Argentina,INA,Rio Parana,AR_INA_7322
7323,RMA04_PMB - Parque Nacional Mburucuyá,RMA04_PMB-Pa,station 7323: RMA04_PMB - Parque Nacional Mburucuyá - property of RHN,-28.0427777777778,-58.1016666666667,,Automatic,Argentina,INA,Rio Parana,AR_INA_7323
7324,RMA05_ELD - Eldorado,RMA05_ELD-El,station 7324: RMA05_ELD - Eldorado - property of RHN,-26.3933333333333,-54.5761111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_7324
